24023	3462 
27026	3466 
30029	3461 
33032	3466 
36035	3464 
39038	3466 
42041	3466 
45044	3466 
48047	3466 
51050	3466 
54053	3467 
57056	3466 
60059	3466 
63062	3479 
66065	3467 
69068	3467 
72071	3467 
75074	3470 
